title,price,link
"Redmi 13 5G, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","13,899",https://www.amazon.in/Redmi-Diamond-Largest-Display-Segment/dp/B0D78Y577J/ref=sr_1_85?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-85
CMF BY NOTHING Phone 1 5G (128 GB) (8 GB RAM) (Black),"15,899",https://www.amazon.in/CMF-NOTHING-Phone-128-Black/dp/B0D93396RT/ref=sr_1_86?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-86
"Motorola G35 5G (Leaf Green, 4GB RAM, 128GB Storage) | Ultra-Fast 5G Smartphone | 50MP AI Camera | 5000mAh Battery","10,183",https://www.amazon.in/Motorola-Storage-Ultra-Fast-Smartphone-5000mAh/dp/B0DPW2M4JR/ref=sr_1_87?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-87
"Samsung Galaxy M35 5G (Daybreak Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","18,498",https://www.amazon.in/Samsung-Daybreak-Storage-Corning-Gorilla/dp/B0D7Z8FJZ9/ref=sr_1_9?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEJ47ubcMMh0Obcwkk0fmXO8zJULqs1_6SOhCDEFQg_43lASRMDYJJvzIopRRSJpkahYbCTKQfdPtyUPWilcYc6iUFEqZJkBdqrNdYSXQkBSxCm24MuK0scqoea1ZQ2Re9LDXjIjMZnRfERqpblWVCKDUWUBe1d0D-iO6I4-1hvJWAnr1KV-y8DsdzH028_wt1zgIBwTyVOfvkAW2oGfDGYw.e55EiqGeoFcoinWqzNMVrXv-JOjEE4On5dizBI9TIfo&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213437&sprefix=Mobile%2Caps%2C320&sr=8-9
"Nokia 235 4G | All-New Keypad Phone with Dual SIM, Scan & Pay UPI, Rear Camera, Wireless FM Radio, MP3 Player, Bluetooth & USB Type C | Black","3,599",https://www.amazon.in/Nokia-All-New-Keypad-Wireless-Bluetooth/dp/B0D5HM2BXD/ref=sr_1_88?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-88
"Redmi Note 14 5G (Phantom Purple, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","19,999",https://www.amazon.in/Redmi-Note-14-5G-Dimensity/dp/B0DPFST37Y/ref=sr_1_89?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-89
"OPPO A5 Pro 5G (Mocha Brown, 8GB RAM, 128GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers","17,999",https://www.amazon.in/OPPO-Storage-SUPERVOOC-Additional-Exchange/dp/B0F4KQGYY4/ref=sr_1_90?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-90
"Samsung Galaxy A55 5G (Awesome Navy, 8GB RAM, 256GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster","27,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc0OTMxNDMxMDY0Njc3OjE3NDkyMTM0OTI6c3BfbXRmOjMwMDE0NzQwOTIzMzMzMjo6MDo6&url=%2FSamsung-Awesome-Storage-Nightography-Corning%2Fdp%2FB0CWPBBQ3M%2Fref%3Dsr_1_91_sspa%3Fcrid%3DNZN6KNCSII19%26dib%3DeyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1749213492%26sprefix%3DMobile%252Caps%252C320%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Samsung Galaxy M16 5G (Thunder Black, 8GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger","14,498",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc0OTMxNDMxMDY0Njc3OjE3NDkyMTM0OTI6c3BfbXRmOjMwMDQ5NzIwOTQ0NDYzMjo6MDo6&url=%2FSamsung-MediaTek-Dimensity-Charging-Upgrades%2Fdp%2FB0DX74SQ4F%2Fref%3Dsr_1_92_sspa%3Fcrid%3DNZN6KNCSII19%26dib%3DeyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1749213492%26sprefix%3DMobile%252Caps%252C320%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lava Agni 2 5G (Glass Viridian, 8GB RAM, 256GB Storage) | India's First Dimensity 7050 Processor | 120 Hz Curved Amoled Display | 13 5G Bands | Superfast 66W Charging | Clean Android","17,499",https://www.amazon.in/Lava-Viridian-Dimensity-Processor-Superfast/dp/B0C467KFNM/ref=sr_1_93?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-93
"Vivo Y19e (Majestic Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers | with Charger","7,999",https://www.amazon.in/Majestic-Storage-Additional-Exchange-Charger/dp/B07WHRQ5D8/ref=sr_1_94?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-94
"Redmi 13 5G, Black Diamond, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","12,799",https://www.amazon.in/Redmi-Diamond-Largest-Display-Segment/dp/B0D78WKY12/ref=sr_1_95?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-95
"Infinix Note 40 Pro 5G (Vintage Green, 256 GB) (8 GB RAM)",No price found,https://www.amazon.in/Infinix-Note-Pro-Vintage-Green/dp/B0CXT5Z79C/ref=sr_1_96?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-96
"Tecno POP 9 5G Midnight Shadow, 4GB+128GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st 5G with NFC |D6300 5G Processor |4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger","8,399",https://www.amazon.in/Tecno-Midnight-Segments-Processor-Fluency/dp/B0DGMDL1JZ/ref=sr_1_97?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-97
"Samsung Galaxy M06 5G (Sage Green, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger","10,499",https://www.amazon.in/Samsung-MediaTek-Dimensity-Charging-Upgrades/dp/B0DX655V11/ref=sr_1_10?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEJ47ubcMMh0Obcwkk0fmXO8zJULqs1_6SOhCDEFQg_43lASRMDYJJvzIopRRSJpkahYbCTKQfdPtyUPWilcYc6iUFEqZJkBdqrNdYSXQkBSxCm24MuK0scqoea1ZQ2Re9LDXjIjMZnRfERqpblWVCKDUWUBe1d0D-iO6I4-1hvJWAnr1KV-y8DsdzH028_wt1zgIBwTyVOfvkAW2oGfDGYw.e55EiqGeoFcoinWqzNMVrXv-JOjEE4On5dizBI9TIfo&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213437&sprefix=Mobile%2Caps%2C320&sr=8-10
"iQOO Z9 Lite 5G (Aqua Flow, 6GB RAM, 128GB Storage) | Dimensity 6300 5G | 50MP Sony AI Camera | Charger in The Box","11,498",https://www.amazon.in/iQOO-Storage-Dimensity-Camera-Charger/dp/B07WHSNYL5/ref=sr_1_98?crid=NZN6KNCSII19&dib=eyJ2IjoiMSJ9.gbS765sRl6OxUOvdjjJDJFfGKcYGg-hWa6cDhblHRt8pbErFMTDzRNJupcNUfsbUjswnm26xe8pW_XHRw8vIDEqC6v2-gMr3EkqqeombNtNthLLVU3xcXFsHsLTcqabL1DspXGLscVNpuR1GbWZwHL2xnuYn4DwuEfPAnlgGWyhO-mtNNyMz_-vKkmwhmMBy0oveuracXVlHHirOKZNHOM5t4lVAvZnPeQdwczbE4Hw.7oTlmkf0AO22TnRMKwv6NqX_BCwTGItKcVM-UUO6q7Q&dib_tag=se&keywords=mobile+phone+under+20000&qid=1749213492&sprefix=Mobile%2Caps%2C320&sr=8-98
